gene_id	R1	R2	R3	R4	R5	R6	R7	R8	R9
ENSG00000240821	0	0	0	0	0	0	0	0	0
ENSG00000169032	4450	5405	6990	7576	6193	0	3128	6555	4965
ENSG00000174446	277	693	605	843	754	0	470	1104	649
ENSG00000266589	1	3	2	4	11	0	0	0	5
ENSG00000174444	97252	128136	135604	176100	150738	0	97242	162082	112378
ENSG00000199574	0	0	0	0	0	0	0	0	0
ENSG00000202529	0	0	0	0	0	0	0	0	0
ENSG00000199673	0	0	0	0	0	0	0	0	0
ENSG00000200623	0	0	0	0	0	0	0	0	0
ENSG00000174442	853	1262	1407	1966	1582	0	904	2077	1459
ENSG00000188501	13	12	18	23	15	0	2	32	12
ENSG00000259471	0	0	0	0	0	0	0	0	0
ENSG00000137834	12	0	4	10	6	0	0	2	0
ENSG00000166949	1494	1724	2471	4069	2320	0	1991	1865	1303
ENSG00000103591	858	1671	1998	2152	1890	0	1233	2610	1862
ENSG00000103599	3	20	24	15	16	0	12	21	17
ENSG00000259673	35	19	29	40	24	0	16	21	28
ENSG00000189227	93	137	130	196	140	0	64	151	114
ENSG00000137764	317	354	523	604	396	0	280	434	409
ENSG00000188779	11	3	0	9	5	0	8	0	8
ENSG00000206625	0	0	0	0	0	0	0	0	0
ENSG00000033800	797	1402	1489	2069	1605	0	946	1983	1176
ENSG00000129007	16	20	39	44	35	0	13	22	10
ENSG00000128973	585	2838	2766	3132	2068	0	969	3288	2176
ENSG00000169018	2279	2877	2860	4466	4265	0	2326	5113	3314
ENSG00000137809	101	12	35	78	52	0	16	22	18
ENSG00000103647	30	12	5	15	44	0	4	58	19
ENSG00000140350	4676	9718	11848	11721	9811	0	4929	13213	9832
ENSG00000265195	0	0	0	2	0	0	0	0	0
ENSG00000258484	18	11	29	19	25	0	0	8	6
ENSG00000255346	0	4	0	0	2	0	0	0	0
ENSG00000212766	0	0	2	0	0	0	0	0	0
ENSG00000138604	209	478	503	622	639	0	156	681	541
ENSG00000137819	8	20	11	12	6	0	2	14	5
ENSG00000137807	1784	2090	3212	4045	2771	0	1008	3866	3150
ENSG00000137818	69898	86554	82041	116995	105483	0	88300	116655	77541
ENSG00000245750	0	8	0	0	5	0	0	0	1
ENSG00000245750	33	17	10	53	19	0	2	14	4
ENSG00000245750	6	2	4	14	4	0	4	4	2
ENSG00000140332	8113	7131	7577	15911	10697	0	6688	11077	7930
ENSG00000207965	0	0	0	0	0	0	0	0	0
ENSG00000200216	0	0	0	0	0	0	0	0	0
ENSG00000281264	0	0	0	0	0	0	0	0	0
ENSG00000280515	0	0	0	0	0	0	0	0	0
ENSG00000137831	22	12	16	20	4	0	2	0	8
ENSG00000166173	0	2	2	10	6	0	0	0	6
ENSG00000137821	0	2	18	2	21	0	4	9	20
ENSG00000259470	0	0	0	0	0	0	0	0	0
ENSG00000129028	10	10	14	10	10	0	0	8	14
ENSG00000242276	4	4	4	2	2	0	4	12	4
ENSG00000187720	1	0	6	8	0	0	2	0	2
ENSG00000225362	0	0	0	0	0	0	0	0	0
ENSG00000259964	0	0	0	0	0	0	0	0	0
ENSG00000278570	0	1	0	0	0	0	2	0	0
ENSG00000066933	680	1555	1582	2149	1636	0	776	1968	1197
ENSG00000200873	0	0	0	0	0	0	0	0	0
ENSG00000222094	0	0	0	0	0	0	0	2	2
ENSG00000166192	43	59	48	76	84	0	37	93	57
ENSG00000067225	102875	178209	185256	208783	204702	0	124345	239431	181373
ENSG00000137817	1811	1856	1837	2640	2755	0	1621	2327	1758
ENSG00000140488	0	0	0	0	0	0	0	0	0
ENSG00000213614	361	447	502	730	772	0	465	920	560
ENSG00000260339	0	6	6	2	12	0	4	6	0
ENSG00000187806	0	0	0	0	0	0	0	0	0
ENSG00000166233	2923	3641	3552	4930	5249	0	3658	5792	3654
ENSG00000215186	2	0	1	6	6	0	4	0	0
ENSG00000274350	0	0	0	0	0	0	0	0	0
ENSG00000175202	0	0	0	0	0	0	0	0	2
ENSG00000140463	390	368	423	652	624	0	260	603	432
ENSG00000159322	2240	5034	5056	6246	4976	0	2376	5799	4097
ENSG00000260898	24	29	25	31	65	0	39	53	26
ENSG00000067141	349	1263	1333	1267	846	0	302	591	404
ENSG00000138622	6	4	8	24	2	0	4	2	2
ENSG00000183324	0	0	0	0	2	0	0	1	0
ENSG00000259186	0	0	0	0	0	0	0	0	0
ENSG00000156642	2475	3443	3253	4822	4278	0	1989	4459	2942
ENSG00000281183	73	125	89	105	163	0	38	145	97
ENSG00000103855	420	424	384	644	499	0	131	380	316
ENSG00000167139	0	0	0	0	4	0	0	0	0
ENSG00000261801	78	162	170	255	183	0	58	199	150
ENSG00000129038	62	96	107	70	111	0	24	132	57
ENSG00000067221	131	288	214	358	150	0	63	295	218
ENSG00000140464	1654	1770	2035	4117	2678	0	1079	2813	2561
ENSG00000159289	8	0	2	0	6	0	8	8	5
ENSG00000278604	0	0	0	0	0	0	0	0	0
ENSG00000167178	0	0	12	0	8	0	2	12	4
ENSG00000129009	0	0	0	0	0	0	0	0	0
ENSG00000137868	3	11	22	2	24	0	4	18	10
ENSG00000140481	1	0	0	0	0	0	10	0	0
ENSG00000140459	4	0	0	0	8	0	25	0	0
ENSG00000138623	19852	32434	31987	41862	43789	0	37903	47778	36436
ENSG00000277391	3	0	2	16	18	0	2	7	8
ENSG00000138629	1204	1702	1800	2305	2455	0	1661	3221	2318
ENSG00000247240	67	120	127	190	186	0	76	176	134
ENSG00000179361	2887	3752	4409	5582	4948	0	3479	5284	3001
ENSG00000179335	3174	2851	3422	4431	4687	0	2950	4500	3488
ENSG00000179151	1998	1853	1957	3059	2460	0	1105	2263	1763
ENSG00000140465	86	75	122	126	214	0	603	376	313
ENSG00000140505	0	0	2	5	8	0	4	0	0
ENSG00000103653	4161	7160	9556	13093	7475	0	3084	7631	5699
ENSG00000264386	3	1	2	2	2	0	0	3	0
ENSG00000140506	6	4	0	4	7	0	22	11	4
ENSG00000213578	0	0	0	0	0	0	0	0	0
ENSG00000140474	1140	1985	2285	3363	2977	0	1926	3134	2281
ENSG00000275411	0	0	0	0	3	0	0	1	0
ENSG00000140497	3779	4302	4541	6721	5892	0	3624	6228	4666
ENSG00000178802	1230	2129	2134	2829	2011	0	758	1908	1541
ENSG00000178761	503	749	893	1202	1206	0	436	1148	778
ENSG00000178741	4786	8559	9162	11389	9850	0	5713	12884	9215
ENSG00000178718	524	1840	1591	1830	1730	0	400	1917	1290
ENSG00000198794	4	18	20	30	97	0	78	70	50
ENSG00000138621	357	775	988	683	806	0	310	898	609
ENSG00000240366	6	0	4	0	2	0	0	4	0
ENSG00000167173	1045	2967	2798	3760	2769	0	1265	3661	2488
ENSG00000140478	3	0	0	0	0	0	0	0	0
ENSG00000167195	0	0	0	0	0	0	0	0	0
ENSG00000277295	0	0	0	0	0	0	0	0	0
ENSG00000275992	0	0	0	0	0	0	0	0	0
ENSG00000259790	8	14	20	16	8	0	8	12	4
ENSG00000140365	1083	1482	1788	2223	2293	0	1652	3158	2017
ENSG00000140398	310	257	325	511	394	0	392	459	254
ENSG00000140400	2100	3060	3673	3796	3705	0	1631	2789	2020
ENSG00000169375	2793	3897	4493	6788	4638	0	3214	6164	4754
ENSG00000241890	0	0	2	0	0	0	0	8	0
ENSG00000169410	621	1752	1945	2214	1608	0	909	1675	1330
ENSG00000169371	446	646	687	986	672	0	274	879	639
ENSG00000177971	780	1100	1067	1727	1443	0	572	1764	1131
ENSG00000173548	578	594	605	865	1082	0	644	964	581
ENSG00000173546	3	0	0	0	7	0	15	12	12
ENSG00000182950	20	46	50	33	42	0	12	12	30
ENSG00000284385	0	0	0	0	1	0	0	0	0
ENSG00000241807	0	0	0	0	0	0	0	0	0
ENSG00000261820	0	0	0	0	0	0	0	0	0
ENSG00000140367	1475	3787	3550	4990	4066	0	1812	5367	3523
ENSG00000266308	0	0	2	0	3	0	0	2	0
ENSG00000167196	791	1277	1767	1973	1643	0	843	1896	1612
ENSG00000169752	4	4	8	9	2	0	10	8	4
ENSG00000169758	40	56	55	74	165	0	34	86	50
ENSG00000140374	2799	6334	7757	8043	6740	0	4555	9834	7185
ENSG00000159556	28	54	74	89	102	0	42	143	116
ENSG00000140386	283	454	511	781	599	0	299	510	327
ENSG00000266449	0	0	0	0	0	0	0	0	0
ENSG00000117906	1436	2542	2772	3987	2819	0	1672	3213	1940
ENSG00000243365	0	0	0	0	0	0	0	0	0
ENSG00000140368	3037	4293	4472	5992	6205	0	4327	5630	4145
ENSG00000140391	882	1371	1717	2313	1366	0	530	1382	1172
ENSG00000173517	1209	1966	2212	2793	2212	0	957	1745	1165
ENSG00000140382	638	782	795	1110	859	0	496	1038	573
ENSG00000169783	6	6	2	0	10	0	7	14	14
ENSG00000259666	0	0	0	0	0	0	4	0	0
ENSG00000259281	0	0	0	0	0	0	1	0	0
ENSG00000260139	0	0	0	0	0	0	0	0	0
ENSG00000242066	0	0	0	0	0	0	0	0	0
ENSG00000261143	5	0	0	0	2	0	31	4	6
ENSG00000167202	2925	2413	2830	4576	3815	0	1296	2878	1920
ENSG00000183476	0	6	0	0	1	0	0	0	0
ENSG00000136425	106	96	153	122	91	0	27	41	38
ENSG00000166411	1055	2407	2653	2829	2181	0	1744	3919	2826
ENSG00000103740	18	22	44	51	22	0	29	39	35
ENSG00000140403	1048	1491	2025	2150	1747	0	2744	3402	2748
ENSG00000140395	722	1650	1791	2021	1671	0	929	2499	1816
ENSG00000166426	0	0	2	0	0	0	1	6	2
ENSG00000136381	2564	4448	4130	4875	4976	0	3314	6494	4336
ENSG00000188266	28	36	24	38	24	0	21	51	43
ENSG00000041357	3450	6529	7754	8588	8798	0	4860	12043	8183
ENSG00000169684	26	96	115	192	103	0	77	231	218
ENSG00000080644	6	0	4	8	10	0	2	8	4
ENSG00000117971	0	4	1	4	0	0	2	2	2
ENSG00000213307	0	0	0	0	0	0	0	0	0
ENSG00000136378	152	16	27	349	440	0	87	162	158
ENSG00000185787	8867	8942	10505	12232	10733	0	5669	9348	6573
ENSG00000243711	0	0	0	4	0	0	2	0	10
ENSG00000252061	0	7	1	4	1	0	1	4	1
ENSG00000103811	2296	4845	6608	4309	8680	0	3396	7534	5223
ENSG00000058335	5	14	2	2	14	0	19	11	4
ENSG00000259234	0	0	0	0	0	0	0	0	0
ENSG00000207695	0	0	0	0	0	0	0	0	0
ENSG00000259419	0	0	1	0	1	0	0	1	0
ENSG00000235711	0	0	0	0	0	0	0	0	0
ENSG00000166557	3488	3599	3683	5273	4459	0	2239	4857	3237
ENSG00000252995	0	0	0	0	0	0	0	0	0
ENSG00000136371	36	33	66	78	48	0	39	39	74
ENSG00000259332	0	0	0	0	0	0	0	0	0
ENSG00000180953	17	22	40	32	46	0	39	59	54
ENSG00000140379	4478	7291	6854	8037	7829	0	9330	8644	5649
ENSG00000086666	1030	2084	1833	2432	2255	0	1599	2753	1576
ENSG00000103876	1017	2217	2840	3038	3001	0	2179	4866	3317
ENSG00000259361	0	0	0	0	0	0	0	0	0
ENSG00000172379	45	16	11	46	70	0	44	28	16
ENSG00000222139	0	0	0	0	0	0	0	0	0
ENSG00000136379	321	508	503	978	702	0	425	818	618
ENSG00000103888	109	46	77	226	197	0	174	205	169
ENSG00000208003	0	0	0	0	0	0	0	0	0
ENSG00000265855	0	0	0	0	0	0	1	0	0
ENSG00000156206	1	0	2	5	2	0	0	0	6
ENSG00000172349	3201	528	869	3398	1471	0	188	542	430
ENSG00000172345	66	35	42	108	63	0	35	41	40
ENSG00000188869	4	0	0	11	2	0	0	2	1
ENSG00000183496	172	82	90	235	218	0	66	174	108
ENSG00000259518	0	0	0	0	0	0	0	0	0
ENSG00000140598	741	879	1022	1583	1298	0	562	1240	730
ENSG00000212170	0	0	0	0	0	0	0	0	0
ENSG00000188659	8	2	9	7	8	0	6	13	25
ENSG00000274376	0	0	0	4	0	0	0	0	4
ENSG00000278662	47	42	34	52	40	0	30	42	16
ENSG00000282084	59	30	57	63	31	0	18	54	45
ENSG00000197978	28	43	63	103	62	0	22	103	71
ENSG00000275695	0	0	0	0	0	0	0	0	0
ENSG00000276710	13	13	20	139	51	0	20	98	63
ENSG00000230373	4	9	7	6	3	0	1	7	2
ENSG00000182774	11106	13359	14560	17620	18052	0	15079	20240	13600
ENSG00000214575	4	2	12	1	3	0	0	8	7
ENSG00000259462	0	0	0	0	1	0	2	2	0
ENSG00000103723	7	12	8	22	37	0	50	41	58
ENSG00000259315	2	11	10	20	15	0	6	14	8
ENSG00000250988	22	37	43	51	47	0	26	25	27
ENSG00000186628	2	0	4	0	4	0	2	3	1
ENSG00000156232	694	586	646	972	1111	0	782	1253	669
ENSG00000103942	209	882	711	343	343	0	36	301	195
ENSG00000169609	358	815	666	780	684	0	406	838	541
ENSG00000064726	3217	5909	6471	7999	6579	0	4309	8225	5636
ENSG00000263643	0	0	0	0	0	0	0	0	0
ENSG00000136404	95	134	221	224	96	0	17	58	42
ENSG00000169594	6	6	9	6	6	0	4	0	12
ENSG00000140600	2	0	0	2	0	0	0	0	0
ENSG00000156218	0	0	0	0	0	0	0	0	0
ENSG00000212374	0	0	0	0	0	0	0	0	0
ENSG00000261665	0	0	0	0	0	0	0	0	0
ENSG00000200444	0	0	0	0	0	0	0	0	0
ENSG00000259511	0	5	7	0	4	0	0	1	1
ENSG00000225151	76	61	100	153	86	0	10	131	94
ENSG00000278422	0	0	0	0	0	0	0	0	0
ENSG00000184206	0	9	10	23	14	0	14	63	42
ENSG00000244056	0	0	0	0	0	0	0	0	0
ENSG00000259538	0	0	0	0	0	0	0	0	0
ENSG00000197627	0	0	0	0	0	0	0	0	0
ENSG00000189136	45	104	65	96	107	0	19	63	41
ENSG00000259728	2	7	11	10	10	0	3	9	0
ENSG00000176371	234	268	276	326	584	0	257	607	379
ENSG00000177082	121	385	388	295	445	0	207	570	441
ENSG00000197696	443	576	570	620	463	0	242	413	414
ENSG00000140612	3965	4782	4388	6749	6784	0	5152	7418	4449
ENSG00000166716	3498	3471	4053	5881	4601	0	1889	3845	2980
ENSG00000136383	71	61	244	186	90	0	58	94	136
ENSG00000156222	4	0	0	0	4	0	2	0	0
ENSG00000207037	0	0	0	0	0	0	0	0	0
ENSG00000212388	0	0	0	0	0	0	0	0	0
ENSG00000073417	1166	2020	2102	2851	2291	0	2646	3387	2345
ENSG00000259449	4	0	1	0	0	0	0	0	0
ENSG00000259295	25	17	28	177	140	0	21	82	58
ENSG00000277582	0	0	0	0	0	0	0	0	0
ENSG00000188388	0	2	2	0	0	0	0	0	0
ENSG00000218052	16	16	16	22	82	0	14	65	49
ENSG00000170776	8644	8566	7443	14132	16595	0	11855	12500	7695
ENSG00000251891	0	0	0	0	0	0	0	0	0
ENSG00000202081	0	0	0	0	2	0	1	0	0
ENSG00000183655	988	992	1118	1756	1205	0	859	1548	1263
ENSG00000221634	2	2	2	2	0	0	0	1	1
ENSG00000252931	0	0	0	0	0	0	0	0	0
ENSG00000264406	0	0	0	0	0	0	0	0	0
ENSG00000260477	0	0	0	0	0	0	0	0	0
ENSG00000273540	5	0	4	0	0	0	2	4	6
ENSG00000252964	0	0	0	0	0	0	0	0	0
ENSG00000260125	0	0	0	0	0	0	0	0	0
ENSG00000207150	0	0	0	0	0	0	0	0	0
ENSG00000259527	0	0	2	0	0	0	0	4	2
ENSG00000140538	18	8	16	36	46	0	0	40	29
ENSG00000259183	0	0	0	0	0	0	0	0	0
ENSG00000260305	4	6	6	0	24	0	6	24	15
ENSG00000259494	251	329	369	434	372	0	244	573	388
ENSG00000181991	585	972	1179	1581	1332	0	811	1927	1428
ENSG00000140543	90	131	69	106	74	0	43	75	44
ENSG00000249487	0	0	1	0	0	0	0	0	0
ENSG00000221630	0	0	0	0	0	0	0	0	0
ENSG00000207703	0	0	0	0	0	0	0	0	0
ENSG00000283484	0	0	0	0	0	0	0	0	0
ENSG00000181026	6500	10016	10347	11957	11020	0	8562	13615	9995
ENSG00000172183	4032	2955	2892	7893	5968	0	6096	7059	6139
ENSG00000157766	7	21	7	32	8	0	12	18	8
ENSG00000140511	1837	2628	2999	5209	2624	0	1248	2612	2793
ENSG00000140545	429	718	615	976	902	0	519	1175	768
ENSG00000140526	1903	3843	3914	4108	3435	0	4421	3913	2542
ENSG00000239151	0	0	0	0	0	0	2	0	0
ENSG00000140522	2	0	0	8	0	0	0	4	4
ENSG00000140525	2832	4638	6113	6906	5510	0	2336	7861	5615
ENSG00000140521	4860	6391	7116	9827	9719	0	4831	10300	7506
ENSG00000275101	0	2	0	0	0	0	1	1	1
ENSG00000255571	14	30	19	38	12	0	64	62	48
ENSG00000140519	0	0	0	0	0	0	0	4	0
ENSG00000259218	0	0	0	0	0	0	0	4	0
ENSG00000140534	438	712	1090	1198	676	0	183	1292	1173
ENSG00000166813	194	309	326	672	324	0	30	296	260
ENSG00000166819	20	8	8	25	34	0	7	8	5
ENSG00000166821	97	53	66	142	105	0	32	36	24
ENSG00000140527	0	2	0	0	6	0	0	4	7
ENSG00000206590	0	0	0	0	0	0	0	0	0
ENSG00000166823	44	78	138	213	101	0	18	85	106
ENSG00000188095	2	2	0	2	6	0	0	2	2
ENSG00000166825	22	30	27	21	40	0	28	59	24
ENSG00000157823	131	51	103	181	147	0	45	48	57
ENSG00000264966	0	0	0	0	0	0	0	0	0
ENSG00000264796	0	0	0	0	0	0	0	0	0
ENSG00000212420	0	0	0	0	0	0	0	0	0
ENSG00000242498	0	2	4	2	0	0	0	0	0
ENSG00000252645	0	0	0	0	0	0	0	0	0
ENSG00000140548	1205	703	1091	1182	859	0	633	1154	1284
ENSG00000265871	0	0	0	0	0	0	0	0	0
ENSG00000182054	3278	5533	7488	8249	3771	0	1670	4587	4940
ENSG00000185033	426	231	329	905	418	0	172	266	223
ENSG00000240470	0	0	0	0	0	0	0	0	0
ENSG00000185043	3722	4908	5032	6272	4677	0	2757	5599	4055
ENSG00000183208	130	191	151	279	244	0	103	260	166
ENSG00000213471	9	0	6	5	17	0	2	0	4
ENSG00000182768	660	641	736	1069	785	0	582	719	637
ENSG00000275803	0	0	0	0	0	0	0	0	0
ENSG00000279980	0	2	0	0	0	0	2	0	0
ENSG00000196391	38	25	42	52	40	0	30	45	36
ENSG00000259262	0	0	0	1	1	0	0	0	0
ENSG00000140575	16745	23711	26838	33324	29432	0	24245	34616	22644
ENSG00000140577	2068	2414	2684	5373	3350	0	1861	3039	2069
ENSG00000259736	3	6	6	7	6	0	7	6	3
ENSG00000245479	4	4	4	7	9	0	6	4	0
ENSG00000197299	2083	2798	3403	3896	3657	0	2745	5085	3680
ENSG00000241869	2	0	0	0	4	0	2	0	0
ENSG00000140564	32991	53006	54669	75935	63987	0	47902	59029	43559
ENSG00000182511	876	342	413	1445	1234	0	1489	641	408
ENSG00000196547	3433	5958	6756	9037	7325	0	5127	7589	5583
ENSG00000184508	137	372	384	432	317	0	93	250	241
ENSG00000140553	2219	2718	3404	4565	4477	0	2430	4758	3512
ENSG00000166965	618	1168	1318	1411	1180	0	480	1423	1095
ENSG00000198901	2470	3329	4841	5216	3270	0	794	4220	3494
ENSG00000258725	22	3	9	14	34	0	17	2	10
ENSG00000184056	612	924	1030	1392	1224	0	442	1271	1002
ENSG00000185518	12	8	6	16	2	0	0	8	4
ENSG00000258551	12	2	0	0	4	0	0	0	11
ENSG00000176463	282	1213	928	968	746	0	224	1132	694
ENSG00000140557	0	0	8	0	24	0	0	4	5
ENSG00000183643	0	0	0	0	0	0	0	0	0
ENSG00000185442	1007	1904	1309	2063	3823	0	751	2816	1481
ENSG00000173575	6506	4633	5772	8900	10530	0	11374	8397	5632
ENSG00000182175	30	74	37	33	60	0	32	113	69
ENSG00000258785	0	0	0	0	0	0	0	0	0
ENSG00000259724	0	0	0	0	0	0	0	0	0
ENSG00000140563	367	130	174	554	136	0	441	134	116
ENSG00000259134	0	0	0	0	0	0	0	0	0
ENSG00000222076	0	0	0	0	0	0	0	0	0
ENSG00000247809	0	0	0	0	0	0	0	0	0
ENSG00000185551	0	0	0	0	0	0	0	0	0
ENSG00000222617	0	0	0	0	0	0	0	0	0
ENSG00000214424	0	0	0	0	0	0	0	0	0
ENSG00000259282	0	0	0	0	0	0	0	0	0
ENSG00000185594	0	0	0	0	0	0	0	0	0
ENSG00000223120	0	0	0	0	0	0	0	0	0
ENSG00000242863	0	0	0	0	0	0	0	0	0
ENSG00000251729	0	0	0	0	0	0	0	0	0
ENSG00000251209	0	0	0	0	0	0	2	0	2
ENSG00000140450	80	92	50	236	298	0	384	905	627
ENSG00000222361	0	0	0	0	0	0	0	0	0
ENSG00000259611	0	0	0	0	0	0	0	0	0
ENSG00000283597	0	0	0	0	0	0	0	0	0
ENSG00000140443	603	304	327	983	292	0	363	500	280
ENSG00000264480	0	0	0	0	0	0	0	0	0
ENSG00000183571	0	0	0	0	0	0	0	0	4
ENSG00000182253	277	191	136	457	390	0	450	408	235
ENSG00000103852	107	99	77	80	80	0	35	68	57
ENSG00000168904	378	440	459	623	640	0	498	721	432
ENSG00000259706	12	25	22	16	36	0	23	32	16
ENSG00000241562	0	0	0	0	0	0	0	0	0
ENSG00000068305	1877	2837	2695	3858	2935	0	1571	3184	2072
ENSG00000183060	254	441	474	596	609	0	231	619	440
ENSG00000182397	33	57	49	135	117	0	116	106	127
ENSG00000241588	0	0	0	0	0	0	0	0	0
ENSG00000140470	37	37	37	122	129	0	40	112	97
ENSG00000252957	0	0	0	0	0	0	0	0	0
ENSG00000189419	0	6	0	0	2	0	6	0	4
ENSG00000154227	0	0	2	10	6	0	16	5	0
ENSG00000251819	15	6	5	12	12	0	9	16	7
ENSG00000140471	700	1416	1371	1619	1309	0	661	1617	1069
ENSG00000200095	1	3	1	2	2	0	1	0	1
ENSG00000183475	1049	776	899	1364	1217	0	636	1227	726
ENSG00000184254	6	0	0	1	1	0	0	10	2
ENSG00000154237	6	21	39	90	38	0	4	28	8
ENSG00000131873	13480	20802	14379	17692	26175	0	33301	34959	19718
ENSG00000131876	2937	4796	5941	6207	5942	0	2837	7440	5793
ENSG00000140479	66	226	217	199	95	0	20	106	53
ENSG00000259764	0	0	0	0	0	0	0	0	0
ENSG00000184277	2483	4988	4486	5644	4891	0	3855	5779	4130
ENSG00000252614	2	7	3	5	6	0	2	6	12
ENSG00000240927	0	0	1	0	0	0	2	0	0
ENSG00000184140	0	0	0	0	0	0	0	0	0
ENSG00000182854	0	0	0	0	0	0	0	0	0
ENSG00000232459	0	0	0	0	0	0	0	0	0
ENSG00000214344	0	0	0	0	0	0	0	0	0
ENSG00000257109	0	0	0	0	0	0	0	0	0
ENSG00000259454	0	0	0	0	0	0	0	0	0
ENSG00000177693	0	0	0	0	0	0	0	0	0
ENSG00000248893	0	0	0	0	0	0	4	0	0
ENSG00000284557	2	0	4	12	11	0	7	18	13
ENSG00000275449	8	1	2	11	16	0	7	3	3
ENSG00000248472	0	4	0	0	2	0	0	0	2
ENSG00000233614	0	4	1	2	0	0	1	2	7
ENSG00000278739	5	7	0	4	4	0	0	0	4
ENSG00000231439	0	0	0	2	0	0	0	1	0
ENSG00000161980	439	1628	1928	2023	1328	0	808	2534	1938
ENSG00000161981	838	1920	2215	2500	2256	0	960	2721	2146
ENSG00000007384	82	26	42	88	89	0	74	92	32
ENSG00000103152	1136	1469	1747	2368	1749	0	893	1644	1469
ENSG00000103148	769	1628	2076	1971	1582	0	670	1946	1595
ENSG00000130656	0	0	0	0	2	0	0	0	0
ENSG00000206177	0	0	0	0	0	0	0	0	0
ENSG00000206178	0	0	0	0	0	0	0	0	0
ENSG00000188536	2	0	2	4	2	0	0	5	2
ENSG00000206172	0	0	0	2	0	0	0	1	4
ENSG00000086506	8	6	9	8	5	0	2	17	6
ENSG00000007392	1412	2671	3047	4294	3718	0	2045	4576	3422
ENSG00000167930	138	200	336	323	231	0	73	207	232
ENSG00000076344	8	6	16	28	17	0	0	2	4
ENSG00000242173	0	0	0	0	0	0	0	2	0
ENSG00000185615	0	4	0	0	0	0	2	0	4
ENSG00000103126	2286	3047	3173	5349	3334	0	2185	3232	2622
ENSG00000086504	2054	3512	4091	5130	4118	0	2575	5140	3887
ENSG00000103202	362	1211	1578	568	234	0	32	630	542
ENSG00000242612	39	61	141	129	94	0	43	147	111
ENSG00000090565	543	819	984	1599	1180	0	637	1285	957
ENSG00000103326	6751	13645	15996	19122	16788	0	10635	18693	14478
ENSG00000266124	22	72	109	78	106	0	70	157	150
ENSG00000266235	70	135	143	188	179	0	108	225	133
ENSG00000161992	10	0	0	0	0	0	10	0	0
ENSG00000007541	397	728	826	1013	858	0	483	1252	899
ENSG00000257108	28	15	10	45	38	0	6	5	7
ENSG00000197562	1224	1131	1076	2426	2477	0	1756	2863	2147
ENSG00000127578	45	10	24	44	43	0	87	40	62
ENSG00000172366	1009	1538	1954	2926	2226	0	1252	2410	1916
ENSG00000161996	872	1809	2288	2691	2040	0	713	2268	2052
ENSG00000140983	6590	7676	9054	12431	10609	0	6547	10746	8963
ENSG00000103269	421	65	67	280	228	0	180	110	104
ENSG00000103266	721	1081	1454	2043	1475	0	906	1641	1494
ENSG00000161999	345	889	1070	1106	906	0	414	1159	977
ENSG00000127580	693	725	754	1145	1037	0	667	1335	982
ENSG00000127585	731	392	340	1157	1026	0	180	509	302
ENSG00000103260	337	398	453	830	407	0	338	576	449
ENSG00000162004	188	114	206	414	340	0	306	271	244
ENSG00000103253	458	393	550	1265	746	0	352	827	869
ENSG00000102854	7	0	4	0	0	0	8	17	2
ENSG00000162006	6	2	4	1	2	0	2	8	6
ENSG00000207579	0	0	0	0	0	0	0	0	0
ENSG00000007376	1223	2073	2131	3496	2533	0	960	3017	2226
ENSG00000127586	1069	1686	2480	3115	2283	0	1209	3799	3148
ENSG00000127588	30	2	6	8	19	0	16	18	8
ENSG00000103227	210	212	243	599	484	0	190	262	200
ENSG00000260439	0	1	12	1	5	0	6	4	0
ENSG00000005513	950	562	587	874	934	0	722	889	836
ENSG00000261713	2	0	0	0	2	0	0	0	0
ENSG00000162009	0	0	0	0	0	0	0	0	0
ENSG00000184471	0	0	0	0	0	0	0	0	0
ENSG00000196557	76	13	22	47	33	0	13	27	21
ENSG00000116176	0	0	0	0	0	0	0	0	0
ENSG00000197253	2	0	0	4	6	0	0	0	0
ENSG00000172236	4	0	0	0	0	0	2	10	0
ENSG00000095917	6	2	0	1	6	0	10	2	5
ENSG00000196364	2	0	0	2	2	0	0	0	0
ENSG00000260284	1	0	0	0	2	0	0	1	0
ENSG00000103275	4202	5949	6908	8124	7373	0	6766	8189	6546
ENSG00000007516	293	120	68	113	251	0	159	223	183
ENSG00000007520	1104	1809	2222	3316	2309	0	874	2359	1852
ENSG00000090581	677	958	854	1317	1461	0	982	1688	1160
ENSG00000059145	1088	1040	1293	2113	2138	0	1380	2515	1931
ENSG00000174109	913	1436	1390	1839	2050	0	1101	2445	1715
ENSG00000197599	41	33	35	60	57	0	58	28	21
ENSG00000103249	2160	3029	3091	4566	4695	0	2750	5018	3557
ENSG00000251692	0	4	0	0	6	0	0	2	0
ENSG00000100726	1583	4848	5920	6751	5251	0	2376	7384	6194
ENSG00000187535	253	231	297	453	419	0	256	434	374
ENSG00000131634	279	718	681	1192	557	0	442	712	599
ENSG00000007545	906	1298	1391	1903	1775	0	824	1794	1347
ENSG00000138834	4166	4471	5331	7989	7651	0	3735	5934	4895
ENSG00000265820	0	0	1	0	2	0	2	0	1
ENSG00000103024	885	1215	1649	2228	1491	0	1136	1399	1084
ENSG00000074071	1730	4189	5134	4890	3536	0	2090	5167	4182
ENSG00000197774	866	1273	1600	2111	2316	0	1441	2748	2033
ENSG00000162032	49	18	13	60	63	0	59	100	45
ENSG00000095906	1879	2937	3219	4097	3358	1	1795	4003	3060
ENSG00000099769	12	8	3	18	13	0	5	26	42
