"dif"	"ontology"	"Description"	"Count"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"ID"	"geneID"
"upregulated"	"BP"	"epidermis morphogenesis"	1	"1/1704"	"22/13946"	0.943264182984863	0.999999684419824	0.884469864848546	"GO:0048730"	"BCL2"
"upregulated"	"BP"	"cytoplasmic sequestering of protein"	1	"1/1704"	"22/13946"	0.943264182984863	0.999999684419824	0.884469864848546	"GO:0051220"	"TONSL"
"upregulated"	"BP"	"negative regulation of biomineral tissue development"	1	"1/1704"	"22/13946"	0.943264182984863	0.999999684419824	0.884469864848546	"GO:0070168"	"HIF1A"
"upregulated"	"BP"	"regulation of cardiac muscle cell action potential"	1	"1/1704"	"22/13946"	0.943264182984863	0.999999684419824	0.884469864848546	"GO:0098901"	"ATP2A2"
"upregulated"	"BP"	"extracellular vesicle biogenesis"	1	"1/1704"	"22/13946"	0.943264182984863	0.999999684419824	0.884469864848546	"GO:0140112"	"IFNG"
"upregulated"	"BP"	"regulation of establishment of cell polarity"	1	"1/1704"	"22/13946"	0.943264182984863	0.999999684419824	0.884469864848546	"GO:2000114"	"KANK1"
"upregulated"	"BP"	"mitochondrial electron transport, NADH to ubiquinone"	3	"3/1704"	"48/13946"	0.943582369434622	0.999999684419824	0.884469864848546	"GO:0006120"	"NDUFV2/NDUFAB1/NDUFB8"
"upregulated"	"BP"	"transmission of nerve impulse"	3	"3/1704"	"48/13946"	0.943582369434622	0.999999684419824	0.884469864848546	"GO:0019226"	"NTRK2/JAM3/ITGA2"
"upregulated"	"BP"	"diencephalon development"	3	"3/1704"	"48/13946"	0.943582369434622	0.999999684419824	0.884469864848546	"GO:0021536"	"RAB3GAP1/BAX/UQCRQ"
"upregulated"	"BP"	"regulation of interleukin-2 production"	3	"3/1704"	"48/13946"	0.943582369434622	0.999999684419824	0.884469864848546	"GO:0032663"	"FOXP3/CARD9/IRF4"
"upregulated"	"BP"	"actin nucleation"	3	"3/1704"	"48/13946"	0.943582369434622	0.999999684419824	0.884469864848546	"GO:0045010"	"WASF1/CORO1B/AP1AR"
"upregulated"	"BP"	"synaptic vesicle endocytosis"	3	"3/1704"	"48/13946"	0.943582369434622	0.999999684419824	0.884469864848546	"GO:0048488"	"DNAJC6/NLGN2/ITSN1"
"upregulated"	"BP"	"presynaptic endocytosis"	3	"3/1704"	"48/13946"	0.943582369434622	0.999999684419824	0.884469864848546	"GO:0140238"	"DNAJC6/NLGN2/ITSN1"
"upregulated"	"BP"	"negative regulation of protein complex assembly"	10	"10/1704"	"123/13946"	0.943764921720305	0.999999684419824	0.884469864848546	"GO:0031333"	"ADD2/LDLRAD4/KANK1/FKBP4/STXBP1/CLU/CAPG/SVIP/INSIG1/IMPACT"
"upregulated"	"BP"	"regulation of cytosolic calcium ion concentration"	25	"25/1704"	"268/13946"	0.944159235423011	0.999999684419824	0.884469864848546	"GO:0051480"	"GLP1R/CD24/ADM/IL13/DMD/GPR157/TRPM2/PROK2/CCR6/F2RL3/CIB2/CXCR4/UBASH3B/GNA15/CCR7/NCS1/PLCG2/BAX/FKBP1A/YWHAE/EIF5A/GPR55/BCL2/CHERP/GNB1"
"upregulated"	"BP"	"negative regulation of immune response"	9	"9/1704"	"113/13946"	0.944351133145602	0.999999684419824	0.884469864848546	"GO:0050777"	"ARG2/IL2RA/FOXP3/IRAK3/CEACAM1/TNF/LGALS3/SAMSN1/GPX1"
"upregulated"	"BP"	"cardiac muscle hypertrophy"	5	"5/1704"	"71/13946"	0.94504420135701	0.999999684419824	0.884469864848546	"GO:0003300"	"ERRFI1/PARP2/ATP2A2/EZH2/GLRX3"
"upregulated"	"BP"	"nephron tubule development"	5	"5/1704"	"71/13946"	0.94504420135701	0.999999684419824	0.884469864848546	"GO:0072080"	"LIF/CD24/MYC/ACAT1/BCL2"
"upregulated"	"BP"	"negative regulation of leukocyte migration"	2	"2/1704"	"36/13946"	0.945078603830436	0.999999684419824	0.884469864848546	"GO:0002686"	"MIF/AKT1"
"upregulated"	"BP"	"positive regulation of interleukin-8 production"	2	"2/1704"	"36/13946"	0.945078603830436	0.999999684419824	0.884469864848546	"GO:0032757"	"HYAL2/TNF"
"upregulated"	"BP"	"epithelial cell differentiation involved in kidney development"	2	"2/1704"	"36/13946"	0.945078603830436	0.999999684419824	0.884469864848546	"GO:0035850"	"LIF/CD24"
"upregulated"	"BP"	"actin filament capping"	2	"2/1704"	"36/13946"	0.945078603830436	0.999999684419824	0.884469864848546	"GO:0051693"	"ADD2/CAPG"
"upregulated"	"BP"	"regulation of mitotic spindle organization"	2	"2/1704"	"36/13946"	0.945078603830436	0.999999684419824	0.884469864848546	"GO:0060236"	"SMC1A/PLK1"
"upregulated"	"BP"	"bone growth"	2	"2/1704"	"36/13946"	0.945078603830436	0.999999684419824	0.884469864848546	"GO:0098868"	"COCH/COL6A3"
"upregulated"	"BP"	"regulation of T cell migration"	2	"2/1704"	"36/13946"	0.945078603830436	0.999999684419824	0.884469864848546	"GO:2000404"	"CCR6/TNFSF14"
"upregulated"	"BP"	"cellular polysaccharide biosynthetic process"	4	"4/1704"	"60/13946"	0.945727610164427	0.999999684419824	0.884469864848546	"GO:0033692"	"GBE1/PER2/IRS1/AKT1"
"upregulated"	"BP"	"muscle organ morphogenesis"	4	"4/1704"	"60/13946"	0.945727610164427	0.999999684419824	0.884469864848546	"GO:0048644"	"LIF/ADARB1/HEG1/FKBP1A"
"upregulated"	"BP"	"long-term synaptic potentiation"	4	"4/1704"	"60/13946"	0.945727610164427	0.999999684419824	0.884469864848546	"GO:0060291"	"SERPINE2/NTRK2/STX3/STAU1"
"upregulated"	"BP"	"regulation of osteoblast differentiation"	7	"7/1704"	"93/13946"	0.947135175570754	0.999999684419824	0.884469864848546	"GO:0045667"	"TNF/ZHX3/JUND/LRP5/PDLIM7/SEMA4D/CDK6"
"upregulated"	"BP"	"cellular response to transforming growth factor beta stimulus"	18	"18/1704"	"203/13946"	0.947808202842585	0.999999684419824	0.884469864848546	"GO:0071560"	"CGN/PTPRK/TGFB1I1/LDLRAD4/HYAL2/ACVR1C/MIR17HG/EPB41L5/JUN/NREP/HSP90AB1/YES1/ADAM9/ITGA3/MAPK7/CD109/NRROS/TGFBRAP1"
"upregulated"	"BP"	"negative regulation of neuron differentiation"	15	"15/1704"	"174/13946"	0.948077805787323	0.999999684419824	0.884469864848546	"GO:0045665"	"DRAXIN/DENND5A/KANK1/ITM2C/FKBP4/SPART/EIF4E/TP73/YWHAH/LGALS1/LSM1/CIB1/DGUOK/SEMA7A/SEMA4D"
"upregulated"	"BP"	"positive regulation of catabolic process"	36	"36/1704"	"372/13946"	0.948559785057275	0.999999684419824	0.884469864848546	"GO:0009896"	"CBFA2T3/PACSIN3/HECW2/PFKFB4/BNIP3/IRGM/IFNG/DTL/TNF/BAG2/HK2/RAB3GAP1/LDLR/IRS1/UQCC2/ADAM9/RAD23A/CDC37/AURKA/SESN3/FBXO22/CLU/SVIP/KHSRP/BAX/HSP90AA1/MEX3D/RBX1/SCOC/HIF1A/AKT1/LARP1/USP5/PLK1/NANOS1/HNRNPR"
"upregulated"	"BP"	"regulation of cardiac muscle hypertrophy"	3	"3/1704"	"49/13946"	0.94869954460442	0.999999684419824	0.884469864848546	"GO:0010611"	"ERRFI1/PARP2/GLRX3"
"upregulated"	"BP"	"regulation of endocytosis"	19	"19/1704"	"213/13946"	0.948810845606758	0.999999684419824	0.884469864848546	"GO:0030100"	"APLN/RAB20/SYK/PACSIN3/DNAJC6/SCARB1/CAMK1D/BMP2K/TNF/STON1/LDLR/CD151/LGALS3/ARRB1/CLU/PLCG2/EHD4/ITGA2/RAC1"
"upregulated"	"BP"	"regulation of heart rate"	5	"5/1704"	"72/13946"	0.94930202365277	0.999999684419824	0.884469864848546	"GO:0002027"	"ADM/DMD/ATP2A2/SREBF1/YWHAE"
"upregulated"	"BP"	"striated muscle hypertrophy"	5	"5/1704"	"72/13946"	0.94930202365277	0.999999684419824	0.884469864848546	"GO:0014897"	"ERRFI1/PARP2/ATP2A2/EZH2/GLRX3"
"upregulated"	"BP"	"regulation of synapse assembly"	5	"5/1704"	"72/13946"	0.94930202365277	0.999999684419824	0.884469864848546	"GO:0051963"	"NTRK2/NLGN2/LRFN4/AGRN/EIF4G1"
"upregulated"	"BP"	"renal tubule development"	5	"5/1704"	"72/13946"	0.94930202365277	0.999999684419824	0.884469864848546	"GO:0061326"	"LIF/CD24/MYC/ACAT1/BCL2"
"upregulated"	"BP"	"immune response-activating signal transduction"	39	"39/1704"	"400/13946"	0.949514526668683	0.999999684419824	0.884469864848546	"GO:0002757"	"INAVA/MUC4/HHLA2/SYK/TEC/PAWR/FOXP3/HLA-DQB1/IRAK3/IRGM/CEACAM1/MUC1/HSP90AB1/NCKIPSD/C1QBP/CARD9/IRF4/HLA-DPA1/YES1/HLA-DRA/HSPD1/MYO1C/HLA-DRB5/LAT2/LGALS3/CCR7/NFKB1/HLA-DQA1/HLA-DRB1/MAPKAPK3/PLCG2/IRAK1/UBE2N/BAX/HSP90AA1/BCL2/CBFB/CHUK/RAC1"
"upregulated"	"BP"	"positive regulation of cytoskeleton organization"	17	"17/1704"	"194/13946"	0.949538548549821	0.999999684419824	0.884469864848546	"GO:0051495"	"WASF1/MAPT/EPHA1/RAC3/ARL2/PDXP/CORO1B/CENPJ/MYO1C/PFDN2/KATNB1/CCR7/PLK4/SPAG5/AP1AR/MLST8/RAC1"
"upregulated"	"BP"	"renal system process"	6	"6/1704"	"83/13946"	0.949661251632183	0.999999684419824	0.884469864848546	"GO:0003014"	"ADM/SGK1/ADCY3/HYAL2/ITGA3/BCL2"
"upregulated"	"BP"	"cardiac muscle cell differentiation"	6	"6/1704"	"83/13946"	0.949661251632183	0.999999684419824	0.884469864848546	"GO:0055007"	"MYH10/MYO18B/KAT2A/PARP2/PDGFRB/CDK1"
"upregulated"	"BP"	"calcium ion transmembrane transport"	22	"22/1704"	"242/13946"	0.949700615812539	0.999999684419824	0.884469864848546	"GO:0070588"	"IL13/DMD/TSPAN13/CBARP/ATP1B1/TRPM2/HSPA2/F2RL3/ASIC1/SESTD1/UBASH3B/CCR7/ATP2A2/PHB/NCS1/PLCG2/BAX/FKBP1A/YWHAE/AFG3L2/ATP2C1/CHERP"
"upregulated"	"BP"	"divalent inorganic cation homeostasis"	38	"38/1704"	"391/13946"	0.949811292862579	0.999999684419824	0.884469864848546	"GO:0072507"	"GLP1R/CD24/ADM/IL13/DMD/GPR157/ATP1B1/TRPM2/PROK2/CCR6/F2RL3/TNFSF11/SLC39A14/ATP7B/BNIP3/SLC39A8/CIB2/CXCR4/UBASH3B/GNA15/CCR7/ATP2A2/NCS1/PLCG2/SNX10/CCDC47/BAX/FKBP1A/YWHAE/EIF5A/GPR55/ATP13A3/BCL2/AFG3L2/ATP2C1/TMEM165/CHERP/GNB1"
"upregulated"	"BP"	"nucleotide-excision repair, DNA damage recognition"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0000715"	"RBX1"
"upregulated"	"BP"	"positive regulation of T cell mediated cytotoxicity"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0001916"	"PVR"
"upregulated"	"BP"	"aromatic amino acid family catabolic process"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0009074"	"CARNMT1"
"upregulated"	"BP"	"specification of animal organ identity"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0010092"	"FGFR1"
"upregulated"	"BP"	"regulation of macrophage chemotaxis"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0010758"	"MIF"
"upregulated"	"BP"	"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0014808"	"DMD"
"upregulated"	"BP"	"TRIF-dependent toll-like receptor signaling pathway"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0035666"	"CHUK"
"upregulated"	"BP"	"aorta morphogenesis"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0035909"	"PDGFRB"
"upregulated"	"BP"	"cytoplasmic pattern recognition receptor signaling pathway in response to virus"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0039528"	"C1QBP"
"upregulated"	"BP"	"positive regulation of blood pressure"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0045777"	"GLP1R"
"upregulated"	"BP"	"regulation of viral entry into host cell"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0046596"	"LGALS1"
"upregulated"	"BP"	"positive regulation of interleukin-1 beta secretion"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0050718"	"HK1"
"upregulated"	"BP"	"regulation of sensory perception of pain"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0051930"	"FABP5"
"upregulated"	"BP"	"regulation of neuron projection regeneration"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:0070570"	"MAP2K1"
"upregulated"	"BP"	"regulation of cytoplasmic transport"	1	"1/1704"	"23/13946"	0.950207434363331	0.999999684419824	0.884469864848546	"GO:1903649"	"MAP2K1"
"upregulated"	"BP"	"negative regulation of mononuclear cell proliferation"	4	"4/1704"	"61/13946"	0.95024771417267	0.999999684419824	0.884469864848546	"GO:0032945"	"ARG2/IL2RA/PAWR/FOXP3"
"upregulated"	"BP"	"negative regulation of lymphocyte proliferation"	4	"4/1704"	"61/13946"	0.95024771417267	0.999999684419824	0.884469864848546	"GO:0050672"	"ARG2/IL2RA/PAWR/FOXP3"
"upregulated"	"BP"	"transforming growth factor beta receptor signaling pathway"	14	"14/1704"	"165/13946"	0.950364928248295	0.999999684419824	0.884469864848546	"GO:0007179"	"CGN/PTPRK/TGFB1I1/LDLRAD4/ACVR1C/MIR17HG/JUN/NREP/HSP90AB1/ADAM9/ITGA3/CD109/NRROS/TGFBRAP1"
"upregulated"	"BP"	"striated muscle contraction"	10	"10/1704"	"125/13946"	0.950433031252048	0.999999684419824	0.884469864848546	"GO:0006941"	"ARG2/DMD/ATP1B1/ALDOA/HOMER1/ATP2A2/VEGFB/ALDOA/ATP1A1/CHUK"
"upregulated"	"BP"	"chromatin silencing at rDNA"	2	"2/1704"	"37/13946"	0.950686663119553	0.999999684419824	0.884469864848546	"GO:0000183"	"BEND3/SUV39H1"
"upregulated"	"BP"	"ventricular cardiac muscle tissue development"	2	"2/1704"	"37/13946"	0.950686663119553	0.999999684419824	0.884469864848546	"GO:0003229"	"HEG1/FKBP1A"
"upregulated"	"BP"	"early endosome to late endosome transport"	2	"2/1704"	"37/13946"	0.950686663119553	0.999999684419824	0.884469864848546	"GO:0045022"	"HOOK1/MAP2K1"
"upregulated"	"BP"	"cartilage development involved in endochondral bone morphogenesis"	2	"2/1704"	"37/13946"	0.950686663119553	0.999999684419824	0.884469864848546	"GO:0060351"	"COCH/COL6A3"
"upregulated"	"BP"	"regulation of dendritic spine morphogenesis"	2	"2/1704"	"37/13946"	0.950686663119553	0.999999684419824	0.884469864848546	"GO:0061001"	"LRP8/CAPRIN1"
"upregulated"	"BP"	"sensory organ morphogenesis"	16	"16/1704"	"185/13946"	0.951417630100516	0.999999684419824	0.884469864848546	"GO:0090596"	"COL5A2/MYO3B/GJB6/NTRK2/FZD6/CDON/PTK7/FGFR1/LRP5/INSIG2/BAX/INSIG1/BCL2/NAGLU/HIF1A/DVL2"
"upregulated"	"BP"	"positive regulation of GTPase activity"	35	"35/1704"	"365/13946"	0.952786575931505	0.999999684419824	0.884469864848546	"GO:0043547"	"RGS16/USP6NL/EVI5/ERRFI1/TBC1D16/EPHA1/CORO1C/RANBP1/TBC1D8B/JUN/SYDE2/OCRL/AGAP3/TRIP10/RAB3GAP1/SRGAP3/PGAM5/HACD3/ARHGAP31/AGRN/DEPDC1/CCR7/ARRB1/NET1/RASGRP3/EZH2/ECT2/ARHGAP9/AFDN/SEMA4D/RSU1/RGS6/PIP5K1A/DVL2/ARHGAP5"
"upregulated"	"BP"	"regulation of protein complex assembly"	40	"40/1704"	"411/13946"	0.952871034641388	0.999999684419824	0.884469864848546	"GO:0043254"	"ADD2/WASF1/FOSL1/UNC13B/CSF2/MAPT/PMAIP1/LDLRAD4/RAC3/KANK1/IRGM/JUN/IFNG/ARL2/DHX33/FKBP4/TNF/CORO1B/STXBP1/PAXIP1/MYO1C/FNIP2/CCR7/TRABD2A/CLU/CAPG/NCLN/SVIP/WARS/EIF4G1/BAX/HSP90AA1/INSIG1/CHD1L/RBX1/IMPACT/AP1AR/MLST8/HSPA8/RAC1"
"upregulated"	"BP"	"adenylate cyclase-modulating G protein-coupled receptor signaling pathway"	11	"11/1704"	"136/13946"	0.953014769847247	0.999999684419824	0.884469864848546	"GO:0007188"	"GLP1R/ADORA2B/ADGRG6/ADM/APLP1/ADCY3/ADGRE1/PRMT5/GNA15/NME2/GNB1"
"upregulated"	"BP"	"cytokine secretion"	14	"14/1704"	"166/13946"	0.953080871169923	0.999999684419824	0.884469864848546	"GO:0050663"	"OSM/ARG2/SYK/SOCS1/FOXP3/HYAL2/CLECL1/TNF/HSPD1/MIF/CCR7/HK1/CHUK/DHX9"
"upregulated"	"BP"	"canonical Wnt signaling pathway"	21	"21/1704"	"234/13946"	0.953231617818598	0.999999684419824	0.884469864848546	"GO:0060070"	"DRAXIN/TLE2/EGR1/NRARP/FZD6/KANK1/TMEM198/TMEM170B/IGFBP4/IGFBP2/PTK7/NLE1/MAD2L2/NFKB1/LRP5/PRDM15/LEF1/LRP5L/RBX1/MLLT3/DVL2"
"upregulated"	"BP"	"morphogenesis of a polarized epithelium"	6	"6/1704"	"84/13946"	0.953364927966691	0.999999684419824	0.884469864848546	"GO:0001738"	"FZD6/CELSR3/PTK7/MLLT3/DVL2/RAC1"
"upregulated"	"BP"	"vesicle cytoskeletal trafficking"	3	"3/1704"	"50/13946"	0.953381474042998	0.999999684419824	0.884469864848546	"GO:0099518"	"MYO1C/AP3M2/KIF1C"
"upregulated"	"BP"	"pattern specification process"	30	"30/1704"	"319/13946"	0.953489140284067	0.999999684419824	0.884469864848546	"GO:0007389"	"NKX3-1/HES7/HHEX/HES6/PCDH8/NRARP/MEOX1/XRCC2/ACVR1C/EPB41L5/IFT57/KAT2A/PALB2/ETS2/CDON/FGFR1/NLE1/SCMH1/AURKA/PGAP1/TRA2B/RTTN/LRP5/LEF1/LRP5L/MLLT3/HSPB11/HIF1A/CHSY1/DVL2"
"upregulated"	"BP"	"myeloid cell development"	4	"4/1704"	"62/13946"	0.954419576027769	0.999999684419824	0.884469864848546	"GO:0061515"	"TRIM58/TNFSF11/KIT/NRROS"
"upregulated"	"BP"	"camera-type eye development"	20	"20/1704"	"225/13946"	0.954544208946909	0.999999684419824	0.884469864848546	"GO:0043010"	"MYH10/CYP1A1/NTRK2/CYP1B1/JUN/CDK4/CDON/RAB3GAP1/CLIC4/PDGFRB/LRP5/PKNOX1/IMPDH2/BAX/LRP5L/TTLL5/TGIF2/HIF1A/ACTL6A/GNB1"
"upregulated"	"BP"	"negative regulation of cell development"	23	"23/1704"	"254/13946"	0.955258868909487	0.999999684419824	0.884469864848546	"GO:0010721"	"DRAXIN/DENND5A/TERT/CORO1C/KANK1/ITM2C/FKBP4/TNF/SPART/LDLR/EIF4E/TP73/KCTD11/YWHAH/LGALS1/LSM1/CIB1/DGUOK/SEMA7A/AP1AR/SEMA4D/BCL2/CTNNA1"
"upregulated"	"BP"	"eye morphogenesis"	8	"8/1704"	"106/13946"	0.955630228485342	0.999999684419824	0.884469864848546	"GO:0048592"	"COL5A2/NTRK2/CDON/LRP5/BAX/BCL2/NAGLU/HIF1A"
"upregulated"	"BP"	"negative regulation of secretion"	14	"14/1704"	"167/13946"	0.955666191605495	0.999999684419824	0.884469864848546	"GO:0051048"	"LIF/OSM/ARG2/CBARP/FOXP3/ACVR1C/CEACAM1/ASIC1/TNF/RAB11FIP5/IRS1/SREBF1/HMGCR/HADH"
"upregulated"	"BP"	"negative regulation of leukocyte mediated immunity"	2	"2/1704"	"38/13946"	0.955745199260147	0.999999684419824	0.884469864848546	"GO:0002704"	"FOXP3/CEACAM1"
"upregulated"	"BP"	"phagocytosis, engulfment"	2	"2/1704"	"38/13946"	0.955745199260147	0.999999684419824	0.884469864848546	"GO:0006911"	"RAC3/ITGA2"
"upregulated"	"BP"	"endodermal cell differentiation"	2	"2/1704"	"38/13946"	0.955745199260147	0.999999684419824	0.884469864848546	"GO:0035987"	"COL5A2/MMP15"
"upregulated"	"BP"	"negative regulation of I-kappaB kinase/NF-kappaB signaling"	2	"2/1704"	"38/13946"	0.955745199260147	0.999999684419824	0.884469864848546	"GO:0043124"	"CARD19/GSTP1"
"upregulated"	"BP"	"negative regulation of innate immune response"	2	"2/1704"	"38/13946"	0.955745199260147	0.999999684419824	0.884469864848546	"GO:0045824"	"IRAK3/CEACAM1"
"upregulated"	"BP"	"neuron fate commitment"	2	"2/1704"	"38/13946"	0.955745199260147	0.999999684419824	0.884469864848546	"GO:0048663"	"JAG2/EPOP"
"upregulated"	"BP"	"spindle localization"	2	"2/1704"	"38/13946"	0.955745199260147	0.999999684419824	0.884469864848546	"GO:0051653"	"BCCIP/ESPL1"
"upregulated"	"BP"	"receptor localization to synapse"	2	"2/1704"	"38/13946"	0.955745199260147	0.999999684419824	0.884469864848546	"GO:0097120"	"STX3/RAB8A"
"upregulated"	"BP"	"neurotransmitter secretion"	11	"11/1704"	"137/13946"	0.955840322897786	0.999999684419824	0.884469864848546	"GO:0007269"	"ADORA2B/SLC6A9/UNC13B/CHRNA5/STX3/RAB3A/ASIC1/STXBP1/RAB3GAP1/ATP2A2/NCS1"
"upregulated"	"BP"	"signal release from synapse"	11	"11/1704"	"137/13946"	0.955840322897786	0.999999684419824	0.884469864848546	"GO:0099643"	"ADORA2B/SLC6A9/UNC13B/CHRNA5/STX3/RAB3A/ASIC1/STXBP1/RAB3GAP1/ATP2A2/NCS1"
"upregulated"	"BP"	"organ or tissue specific immune response"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:0002251"	"HIST1H2BK"
"upregulated"	"BP"	"synaptic transmission, cholinergic"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:0007271"	"CHRNA5"
"upregulated"	"BP"	"peptide hormone processing"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:0016486"	"ECE2"
"upregulated"	"BP"	"positive regulation of protein autophosphorylation"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:0031954"	"NBN"
"upregulated"	"BP"	"amyloid-beta formation"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:0034205"	"CLU"
"upregulated"	"BP"	"positive regulation of interleukin-1 secretion"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:0050716"	"HK1"
"upregulated"	"BP"	"regulation of B cell receptor signaling pathway"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:0050855"	"CBFB"
"upregulated"	"BP"	"regulation of sensory perception"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:0051931"	"FABP5"
"upregulated"	"BP"	"regulation of endoplasmic reticulum unfolded protein response"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:1900101"	"BAX"
"upregulated"	"BP"	"regulation of oxidative stress-induced neuron death"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:1903203"	"HIF1A"
"upregulated"	"BP"	"release of sequestered calcium ion into cytosol by endoplasmic reticulum"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:1903514"	"DMD"
"upregulated"	"BP"	"regulation of stem cell population maintenance"	1	"1/1704"	"24/13946"	0.956301417832762	0.999999684419824	0.884469864848546	"GO:2000036"	"ELAVL1"
"upregulated"	"BP"	"cardiac septum development"	6	"6/1704"	"85/13946"	0.956820625621484	0.999999684419824	0.884469864848546	"GO:0003279"	"MYH10/DHRS3/MIR17HG/PTK7/HEG1/NSD2"
"upregulated"	"BP"	"nephron epithelium development"	6	"6/1704"	"85/13946"	0.956820625621484	0.999999684419824	0.884469864848546	"GO:0072009"	"LIF/CD24/MYC/PECAM1/ACAT1/BCL2"
"upregulated"	"BP"	"muscle hypertrophy"	5	"5/1704"	"74/13946"	0.956931175582266	0.999999684419824	0.884469864848546	"GO:0014896"	"ERRFI1/PARP2/ATP2A2/EZH2/GLRX3"
"upregulated"	"BP"	"regulation of blood vessel endothelial cell migration"	5	"5/1704"	"74/13946"	0.956931175582266	0.999999684419824	0.884469864848546	"GO:0043535"	"FGFR1/HSPB1/CIB1/HIF1A/AKT1"
"upregulated"	"BP"	"cell killing"	9	"9/1704"	"117/13946"	0.957296755690926	0.999999684419824	0.884469864848546	"GO:0001906"	"IL18/IL13/PVR/PRDX1/CEACAM1/IFNG/HSP90AB1/HIST1H2BK/CTSH"
"upregulated"	"BP"	"cellular calcium ion homeostasis"	33	"33/1704"	"349/13946"	0.957323026904399	0.999999684419824	0.884469864848546	"GO:0006874"	"GLP1R/CD24/ADM/IL13/DMD/GPR157/ATP1B1/TRPM2/PROK2/CCR6/F2RL3/ATP7B/BNIP3/CIB2/CXCR4/UBASH3B/GNA15/CCR7/ATP2A2/NCS1/PLCG2/BAX/FKBP1A/YWHAE/EIF5A/GPR55/ATP13A3/BCL2/AFG3L2/ATP2C1/TMEM165/CHERP/GNB1"
"upregulated"	"BP"	"regulation of GTPase activity"	42	"42/1704"	"432/13946"	0.957351071295456	0.999999684419824	0.884469864848546	"GO:0043087"	"RGS16/USP6NL/EVI5/NTRK2/ERRFI1/TBC1D16/EPHA1/CORO1C/RANBP1/TBC1D8B/JUN/ARL2/SYDE2/OCRL/PLXNA1/AGAP3/TRIP10/RAB3GAP1/SRGAP3/PGAM5/HACD3/ARHGAP31/AGRN/DEPDC1/CCR7/ARRB1/NET1/RASGRP3/IPO5/PLXNB2/EZH2/RRP1B/ECT2/ARHGAP9/AFDN/MLST8/SEMA4D/RSU1/RGS6/PIP5K1A/DVL2/ARHGAP5"
"upregulated"	"BP"	"action potential"	7	"7/1704"	"96/13946"	0.957482374830854	0.999999684419824	0.884469864848546	"GO:0001508"	"DMD/ATP1B1/NTRK2/ATP2A2/YWHAH/ATP1A1/YWHAE"
"upregulated"	"BP"	"negative regulation of nervous system development"	21	"21/1704"	"236/13946"	0.957566677042235	0.999999684419824	0.884469864848546	"GO:0051961"	"DRAXIN/DENND5A/TERT/KANK1/ITM2C/FKBP4/TNF/SPART/LDLR/EIF4E/CEND1/TP73/KCTD11/YWHAH/LGALS1/LSM1/CIB1/DGUOK/SEMA7A/SEMA4D/CTNNA1"
"upregulated"	"BP"	"regulation of muscle hypertrophy"	3	"3/1704"	"51/13946"	0.957661492386366	0.999999684419824	0.884469864848546	"GO:0014743"	"ERRFI1/PARP2/GLRX3"
"upregulated"	"BP"	"negative regulation of cytokine secretion"	3	"3/1704"	"51/13946"	0.957661492386366	0.999999684419824	0.884469864848546	"GO:0050710"	"ARG2/FOXP3/TNF"
"upregulated"	"BP"	"protein localization to vacuole"	3	"3/1704"	"51/13946"	0.957661492386366	0.999999684419824	0.884469864848546	"GO:0072665"	"GNPTAB/CLU/HSPA8"
